id,fopt,freq,fts,machine,memory,natoms,nbasis,nproc,popt,sp,runtime
ka1.comet.sdsc.xsede.org.671006.150707,0,1,0,3,8000,47,561,16,0,0,18578
bk6.comet.sdsc.xsede.org.737845.150731,1,0,0,3,8000,47,673,16,0,0,515969
rb5b_test_a.trestles.sdsc.teragrid.org.2572980.150410,1,1,0,1,16000,68,743,16,0,0,97460
mn8.comet.sdsc.xsede.org.625800.150629,0,0,0,3,8000,38,414,16,0,1,2714
t44.comet.sdsc.xsede.org.610769.150623,0,1,1,3,1000,24,217,16,0,0,5111
n10s.comet.sdsc.xsede.org.1316843.151126,1,1,0,3,1000,5,124,16,0,0,9001
dh4tp4sf.comet.sdsc.xsede.org.595975.150613,0,1,0,3,1000,30,259,16,0,0,2564
dav_r_benz_tol_mpw_geo.gordon.sdsc.edu.2091375.150609,1,0,0,2,1000,33,300,16,0,0,5320
r7.trestles.sdsc.teragrid.org.2447982.150116,0,0,0,1,8000,49,501,16,0,1,12382
dh4ep3.comet.sdsc.xsede.org.593092.150611,1,1,0,3,1000,30,259,16,0,0,5262
k5b_HL.trestles.sdsc.teragrid.org.2582398.150421,0,0,0,1,0,36,429,0,0,1,873
dh1t1sf.comet.sdsc.xsede.org.612205.150624,0,1,0,3,1000,24,221,16,0,0,1243
nm45.comet.sdsc.xsede.org.559812.150522,1,0,0,3,1000,7,324,16,0,0,7222
hKCy1_n.comet.sdsc.xsede.org.611198.150623,0,0,0,3,16000,45,495,16,0,1,343
tmsnmr.comet.sdsc.xsede.org.1565419.160130,0,0,0,3,8000,17,139,16,0,1,51
cs_na5a_bp1.trestles.sdsc.teragrid.org.2574202.150412,1,1,0,1,16000,34,371,16,0,0,29394
mu54.comet.sdsc.xsede.org.567713.150528,1,0,0,3,8000,67,606,16,0,0,510980
rhe2.comet.sdsc.xsede.org.687394.150714,1,1,0,3,9000,70,568,16,0,0,74807
mm14.trestles.sdsc.teragrid.org.2579412.150416,1,1,0,1,8000,59,573,16,0,0,89245
vd18.trestles.sdsc.teragrid.org.2486762.150210,1,0,0,1,8000,58,558,16,0,0,262512
n2s.comet.sdsc.xsede.org.1313168.151125,1,1,0,3,1000,5,124,16,0,0,381
mv17.gordon.sdsc.edu.2048708.150513,1,0,0,2,8000,51,618,16,0,0,282470
2rb5b.trestles.sdsc.teragrid.org.2582399.150421,1,1,0,1,16000,68,743,16,0,0,260227
nv3.trestles.sdsc.teragrid.org.2551530.150326,0,0,0,1,1000,3,193,16,0,1,782
nc4p.comet.sdsc.xsede.org.1312262.151125,0,0,0,3,1000,3,92,16,0,1,170
dh2ep3.comet.sdsc.xsede.org.588510.150609,1,1,0,3,1000,27,240,16,0,0,4090
ml77.comet.sdsc.xsede.org.600891.150616,1,1,0,3,8000,52,585,16,0,0,48034
5cs_1a_bp_e_3.comet.sdsc.xsede.org.650153.150705,0,0,0,3,8000,36,407,16,0,1,14539
bk2.comet.sdsc.xsede.org.737841.150731,1,0,0,3,8000,47,673,16,0,0,371433
mj19.trestles.sdsc.teragrid.org.2499384.150217,6,0,0,1,8000,43,437,16,0,0,3618769
mw73.comet.sdsc.xsede.org.566738.150527,1,0,0,3,8000,62,596,16,0,0,199466
RbHhf.trestles.sdsc.teragrid.org.2445229.150115,1,1,0,1,16000,67,701,16,0,0,398199
rb2.comet.sdsc.xsede.org.750154.150807,1,1,0,3,16000,45,473,16,0,0,4721
na5_16_trhf3.comet.sdsc.xsede.org.577264.150603,0,2,0,3,5000,7,126,16,0,0,28108
am12.comet.sdsc.xsede.org.742001.150803,1,0,0,3,8000,57,530,16,0,0,493960
nan2+.comet.sdsc.xsede.org.867996.150828,0,0,0,3,8000,18,204,4,0,1,57
dh4et3opt.comet.sdsc.xsede.org.699812.150720,0,1,1,3,1000,30,259,16,0,0,7817
mg1.comet.sdsc.xsede.org.571740.150530,1,0,0,3,8000,40,422,16,0,0,53542
me12.comet.sdsc.xsede.org.514749.150428,1,1,0,3,8000,62,596,16,0,0,37885
mb4.comet.sdsc.xsede.org.697644.150718,0,0,0,3,8000,38,422,16,0,1,3161
my8.trestles.sdsc.teragrid.org.2577036.150414,1,1,0,1,8000,118,365,16,0,0,153096
cyc2_b3.comet.sdsc.xsede.org.749971.150807,1,1,0,3,8000,44,456,8,0,0,11075
n1.comet.sdsc.xsede.org.1313088.151125,1,1,0,3,1000,5,124,16,0,0,868
cs_b3_b.comet.sdsc.xsede.org.752528.150808,0,0,0,3,16000,45,473,8,0,1,888
AMg1g6_m.comet.sdsc.xsede.org.586572.150608,1,1,0,3,16000,51,590,16,0,0,97539
dh1r2opt.comet.sdsc.xsede.org.612168.150624,1,1,0,3,1000,12,102,16,0,0,154
dh1tr1.comet.sdsc.xsede.org.573778.150601,1,1,0,3,1000,12,119,16,0,0,486
na6_9.trestles.sdsc.teragrid.org.2548945.150323,1,0,0,1,5000,8,144,10,0,0,11146
yn10.trestles.sdsc.teragrid.org.2484223.150209,1,1,0,1,1000,20,196,0,0,0,7550
n2a.comet.sdsc.xsede.org.1308801.151124,1,1,0,3,1000,3,92,16,0,0,313
mb23.trestles.sdsc.teragrid.org.2583130.150422,1,1,0,1,8000,63,572,16,0,0,92965
dh1r2.comet.sdsc.xsede.org.566099.150526,1,1,0,3,1000,12,102,16,0,0,371
yn7.trestles.sdsc.teragrid.org.2486589.150210,1,1,0,1,1000,20,248,0,0,0,11392
nan9.comet.sdsc.xsede.org.843369.150826,0,0,0,3,8000,16,204,4,0,1,49
nb13.comet.sdsc.xsede.org.562498.150525,1,0,0,3,1000,7,273,16,0,0,6135
dav_ts_benz_xyl_mpw_freq.comet.sdsc.xsede.org.595459.150613,0,1,0,3,1000,33,300,16,0,0,4886
dh2ep4opt.comet.sdsc.xsede.org.633271.150701,1,1,0,3,1000,27,240,16,0,0,3914
ms32.comet.sdsc.xsede.org.526244.150506,1,0,0,3,8000,53,496,16,0,0,92819
k3.comet.sdsc.xsede.org.943237.150903,1,1,0,3,8000,17,210,16,0,0,4995
dav_3ph_ts4.comet.sdsc.xsede.org.607462.150619,0,0,1,3,1000,54,485,16,0,0,98328
nb49.comet.sdsc.xsede.org.563539.150526,1,0,0,3,1000,7,282,16,0,0,2425
ka5.comet.sdsc.xsede.org.671011.150707,0,1,0,3,8000,47,561,16,0,0,18345
ka9.comet.sdsc.xsede.org.721303.150726,0,2,0,3,8000,55,369,16,0,0,979291
mp17.comet.sdsc.xsede.org.625918.150629,1,1,0,3,8000,47,515,16,0,0,17847
dav_r_2ph_xyl_mpw_geo.comet.sdsc.xsede.org.597661.150615,1,0,0,3,1000,44,387,16,0,0,8938
nan3.comet.sdsc.xsede.org.937530.150903,1,1,0,3,8000,14,180,4,0,0,1333
mn16.comet.sdsc.xsede.org.625818.150629,0,0,0,3,8000,38,414,16,0,1,1737
4.comet.sdsc.xsede.org.1314998.151125,1,1,0,3,1000,5,124,16,0,0,1200
mr91.comet.sdsc.xsede.org.649497.150704,0,0,0,3,8000,41,433,16,0,1,3366
mz29.comet.sdsc.xsede.org.554017.150519,1,0,0,3,8000,59,586,16,0,0,144828
bk7.comet.sdsc.xsede.org.737847.150731,1,0,0,3,8000,46,678,16,0,0,249417
n1t.comet.sdsc.xsede.org.1313426.151125,1,1,0,3,1000,5,124,16,0,0,857
na1qaf.trestles.sdsc.teragrid.org.2508861.150219,0,1,0,1,5000,0,0,16,0,0,547129
set6-3.comet.sdsc.xsede.org.844143.150827,2,0,0,3,8000,121,1315,16,0,0,2155763
yu1cis.comet.sdsc.xsede.org.752679.150808,1,1,0,3,8000,19,283,16,0,0,10013
dh4p3sf.comet.sdsc.xsede.org.592753.150611,0,1,0,3,1000,30,259,16,0,0,2183
dav_p_un_g_mpw_geo.trestles.sdsc.teragrid.org.2552202.150327,1,0,0,1,1000,21,172,16,0,0,1421
na4_8.comet.sdsc.xsede.org.544673.150515,1,1,0,3,5000,6,108,16,0,0,1404
na4t1_nlin.trestles.sdsc.teragrid.org.2477177.150206,1,1,0,1,5000,6,276,16,0,0,3907170
md62.comet.sdsc.xsede.org.562303.150525,1,0,0,3,8000,72,755,6,0,0,110504
na_2a_b3.comet.sdsc.xsede.org.572421.150531,1,1,0,3,16000,34,380,16,0,0,44590
dk7.comet.sdsc.xsede.org.753581.150808,1,0,0,3,8000,46,732,16,0,0,329460
py2.comet.sdsc.xsede.org.844157.150827,1,1,0,3,8000,44,459,16,0,0,85975
mw12.comet.sdsc.xsede.org.543122.150514,1,0,0,3,8000,45,415,4,0,0,59949
dh3et4sf.comet.sdsc.xsede.org.595205.150612,0,1,0,3,1000,27,240,16,0,0,1923
AMg1a3_m.comet.sdsc.xsede.org.586520.150608,1,1,0,3,16000,51,590,16,0,0,72871
nan2cat.comet.sdsc.xsede.org.1025261.150916,1,1,0,3,8000,18,204,4,0,0,1859
dh1et3sfirc.comet.sdsc.xsede.org.572681.150531,0,0,0,0,1000,24,221,16,0,0,96902
rs14.trestles.sdsc.teragrid.org.2540547.150312,1,1,0,1,8000,46,365,4,0,0,29288
na2_d3_lin.blacklight.psc.teragrid.org.419339.150119,1,1,0,0,5000,4,92,12,0,0,5339
pd2.comet.sdsc.xsede.org.697347.150718,1,1,0,3,8000,92,860,16,0,0,31011
mq27.comet.sdsc.xsede.org.648581.150703,0,0,0,3,8000,41,433,16,0,1,3387
np22a.comet.sdsc.xsede.org.566271.150527,1,0,0,3,1000,7,343,16,0,0,134465
ms19.comet.sdsc.xsede.org.629060.150630,1,1,0,3,8000,46,495,16,0,0,15264
dh3p2opt.comet.sdsc.xsede.org.615926.150626,1,1,0,3,1000,27,240,16,0,0,4836
mc2.comet.sdsc.xsede.org.554037.150519,0,0,0,3,8000,40,418,16,0,1,3222
mw97.comet.sdsc.xsede.org.564146.150526,1,0,0,3,8000,71,640,16,0,0,137834
dh4tt3opt.comet.sdsc.xsede.org.699822.150720,0,1,1,3,1000,30,259,16,0,0,15157
mu28.comet.sdsc.xsede.org.549097.150518,1,0,0,3,8000,49,612,16,0,0,1107871
5cs_2b_bp_e_2.comet.sdsc.xsede.org.572408.150531,0,0,0,3,8000,36,407,8,0,1,23969
ms8.comet.sdsc.xsede.org.635690.150701,1,1,0,3,8000,46,619,16,0,0,95323
mh69.comet.sdsc.xsede.org.584356.150607,1,1,0,3,8000,43,411,16,0,0,16974
mf26.comet.sdsc.xsede.org.514787.150428,1,1,0,3,8000,61,594,16,0,0,28918
mb50.comet.sdsc.xsede.org.698227.150718,0,0,0,3,8000,38,422,16,0,1,3079
ni_mos_93hf.trestles.sdsc.teragrid.org.2525521.150226,1,1,0,1,1000,51,633,16,0,0,635761
nan1.comet.sdsc.xsede.org.937447.150903,1,1,0,3,8000,18,204,4,0,0,783
dyodb4s.trestles.sdsc.teragrid.org.2446760.150116,1,0,0,1,32000,114,1826,16,0,0,233109
dh3et3opt.comet.sdsc.xsede.org.629699.150630,0,1,1,3,1000,27,240,16,0,0,7765
mm2.comet.sdsc.xsede.org.605931.150618,1,1,0,3,8000,46,619,16,0,0,106562
yu2transc.comet.sdsc.xsede.org.753835.150809,1,1,0,3,8000,19,291,16,0,0,6585
dav_r246vt.trestles.sdsc.teragrid.org.2528469.150227,1,1,0,1,1000,43,346,16,0,0,38204
nm40.trestles.sdsc.teragrid.org.2572858.150410,1,0,0,1,1000,7,252,16,0,0,23293
nan1-.comet.sdsc.xsede.org.867915.150827,1,1,0,3,8000,18,204,4,0,0,2234
r54.trestles.sdsc.teragrid.org.2499425.150217,1,0,0,1,8000,49,501,16,0,0,231071
nanm1.comet.sdsc.xsede.org.982377.150911,1,1,0,3,8000,14,180,4,0,0,534
tddft4.comet.sdsc.xsede.org.822496.150820,0,0,0,3,16000,0,0,16,0,17,204059
nan4cat.comet.sdsc.xsede.org.1025316.150916,1,1,0,3,8000,16,204,4,0,0,2084
mu39.comet.sdsc.xsede.org.673433.150707,1,0,0,3,8000,85,820,16,0,0,325223
mc18.trestles.sdsc.teragrid.org.2585738.150423,1,1,0,1,8000,59,594,16,0,0,230607
sa4.comet.sdsc.xsede.org.590522.150610,1,1,0,3,8000,46,495,16,0,0,15568
mw18.comet.sdsc.xsede.org.543130.150514,1,0,0,3,8000,48,477,16,0,0,116942
ACa1j1_1.trestles.sdsc.teragrid.org.2554281.150329,1,1,0,1,16000,51,603,16,0,0,652435
dh1et2sf.comet.sdsc.xsede.org.614963.150626,0,1,0,3,1000,24,221,16,0,0,1480
TS2qst2-H2O.trestles.sdsc.teragrid.org.2521876.150225,0,1,1,1,16000,13,131,16,0,0,68042
na4_8.comet.sdsc.xsede.org.544663.150515,1,1,0,3,5000,6,108,16,0,0,1410
na4_cve.trestles.sdsc.teragrid.org.2516342.150223,1,0,0,1,5000,6,138,16,0,0,15594
aw19.comet.sdsc.xsede.org.759572.150811,1,0,0,3,8000,32,425,16,0,0,105366
ACa1c4.trestles.sdsc.teragrid.org.2528163.150226,1,1,0,1,16000,39,499,16,0,0,104416
na3_tf_nb.trestles.sdsc.teragrid.org.2548878.150323,0,1,0,1,5000,5,230,16,0,0,310673
mg9.comet.sdsc.xsede.org.571748.150530,1,0,0,3,8000,40,422,16,0,0,103720
ds59.trestles.sdsc.teragrid.org.2525104.150225,1,1,0,1,8000,118,365,16,0,0,206890
nr2o.comet.sdsc.xsede.org.605217.150618,1,1,0,3,1000,12,102,16,0,0,372
nw31.comet.sdsc.xsede.org.563465.150526,1,1,0,3,1000,7,292,16,0,0,7988
10IN_UF.trestles.sdsc.teragrid.org.2553252.150328,0,2,0,1,16000,67,640,16,0,0,775310
kh5.comet.sdsc.xsede.org.691974.150716,0,1,0,3,8000,47,673,16,0,0,126036
mu22.comet.sdsc.xsede.org.549091.150518,1,0,0,3,8000,49,612,16,0,0,856173
nan5+.comet.sdsc.xsede.org.938238.150903,0,0,0,3,8000,15,198,4,0,1,91
9MC2UF.trestles.sdsc.teragrid.org.2529343.150228,1,1,0,1,16000,63,606,16,0,0,220122
dhent3sfirc.comet.sdsc.xsede.org.569377.150528,0,0,0,0,1000,24,217,16,0,0,85337
n11e.comet.sdsc.xsede.org.868135.150828,1,0,0,3,2000,7,171,16,0,0,20902
Na3.comet.sdsc.xsede.org.562419.150525,1,0,0,3,1000,4,186,16,0,0,1042
hAMg1a5_s.comet.sdsc.xsede.org.649414.150704,1,1,0,3,16000,39,470,16,0,0,36762
nr72.trestles.sdsc.teragrid.org.2515771.150222,1,0,0,1,8000,64,665,16,0,0,872256
mk50.comet.sdsc.xsede.org.523836.150505,1,0,0,3,12000,53,522,16,0,0,21080
dh2tr1sf.comet.sdsc.xsede.org.644398.150702,0,1,0,3,1000,12,119,16,0,0,302
mo2.comet.sdsc.xsede.org.628918.150630,0,0,0,3,8000,38,414,16,0,1,2744
mn42.comet.sdsc.xsede.org.628899.150630,0,0,0,3,8000,38,414,16,0,1,1753
Cyc_b3.comet.sdsc.xsede.org.538281.150509,1,1,0,3,8000,32,336,16,0,0,5215
nm1a.comet.sdsc.xsede.org.1306009.151123,1,1,0,3,1000,3,136,16,0,0,5986
mv5.comet.sdsc.xsede.org.538199.150509,1,0,0,3,8000,46,596,16,0,0,275069
mw84.comet.sdsc.xsede.org.564200.150526,1,0,0,3,8000,67,606,16,0,0,97542
n4p.comet.sdsc.xsede.org.1305985.151123,1,1,0,3,1000,3,136,16,0,0,490
n2t.comet.sdsc.xsede.org.1364409.151211,1,1,0,3,1000,5,256,16,0,0,3126
dh3tr1sf.comet.sdsc.xsede.org.595232.150612,0,1,0,3,1000,15,138,16,0,0,416
dav_ts1_1ph_g_geo.comet.sdsc.xsede.org.1027218.150916,0,0,1,3,1000,34,289,16,0,0,9862
mk80.comet.sdsc.xsede.org.614334.150625,1,1,0,3,8000,55,556,16,0,0,22230
nb45.comet.sdsc.xsede.org.1265435.151113,1,0,0,3,1000,7,324,16,0,0,2970
Fcaer.trestles.sdsc.teragrid.org.2477980.150207,1,1,0,1,16000,126,1552,16,0,0,2054131
na3_2.comet.sdsc.xsede.org.544643.150515,1,1,0,3,5000,5,90,16,0,0,1994
ka2.comet.sdsc.xsede.org.595810.150613,0,1,0,3,8000,49,501,16,0,0,475371
ms97.gordon.sdsc.edu.2048733.150513,1,1,0,2,8000,32,425,16,0,0,30596
pu8.trestles.sdsc.teragrid.org.2552516.150327,0,0,0,1,9000,19,192,16,0,1,29575
NaCy2a.trestles.sdsc.teragrid.org.2465009.150129,1,1,0,1,16000,58,620,16,0,0,71329
dh2r1opt.comet.sdsc.xsede.org.614980.150626,1,1,0,3,1000,12,119,16,0,0,430
A1n_bp.comet.sdsc.xsede.org.530650.150508,0,0,0,3,8000,33,354,16,0,1,167
new.comet.sdsc.xsede.org.1339813.151203,1,1,0,3,1000,5,124,16,0,0,16447
na4d1_nlin.trestles.sdsc.teragrid.org.2465367.150129,1,1,0,1,5000,6,138,16,0,0,85151
AKwater.trestles.sdsc.teragrid.org.2476161.150205,1,1,0,1,5000,3,13,4,0,0,19
dh2r2opt.comet.sdsc.xsede.org.614981.150626,1,1,0,3,1000,15,121,16,0,0,595
dyrusis.trestles.sdsc.teragrid.org.2464477.150129,1,1,0,1,32000,85,590,16,0,0,1235452
rb_A_6.trestles.sdsc.teragrid.org.2583651.150423,1,0,0,1,16000,34,861,16,0,0,1320504
AMg1g9_m.comet.sdsc.xsede.org.586576.150608,1,1,0,3,16000,51,590,16,0,0,96588
vd20.trestles.sdsc.teragrid.org.2486777.150210,1,0,0,1,8000,58,558,16,0,0,261786
ka5.comet.sdsc.xsede.org.727663.150729,1,1,0,3,8000,55,369,16,0,0,63542
n1t.comet.sdsc.xsede.org.1363856.151211,1,1,0,3,1000,5,256,16,0,0,7819
mw24.trestles.sdsc.teragrid.org.2577183.150414,1,1,0,1,8000,43,453,16,0,0,34818
Ca5.trestles.sdsc.teragrid.org.2525742.150226,1,1,0,1,16000,61,735,16,0,0,45822
n3t.comet.sdsc.xsede.org.1313136.151125,1,1,0,3,1000,5,124,16,0,0,444
n9.comet.sdsc.xsede.org.1315354.151126,1,1,0,3,1000,5,124,16,0,0,1348
default_job.comet.sdsc.xsede.org.562279.150524,1,1,0,3,0,3,54,0,0,0,8
RARVM10.trestles.sdsc.teragrid.org.2489113.150212,0,1,0,1,8000,42,450,5,0,0,17808
DMSH2O.trestles.sdsc.teragrid.org.2502310.150218,1,1,0,1,16000,12,108,16,0,0,10783
mq82.comet.sdsc.xsede.org.631230.150701,0,0,0,3,8000,41,433,16,0,1,3368
hMg2.comet.sdsc.xsede.org.586443.150608,1,1,0,3,16000,42,452,16,0,0,25393
bm8.comet.sdsc.xsede.org.738860.150801,1,0,0,3,8000,38,471,16,0,0,263107
r85.trestles.sdsc.teragrid.org.2500035.150217,1,0,0,1,8000,64,665,16,0,0,572251
6TS1r3.trestles.sdsc.teragrid.org.2441622.150110,1,1,0,1,20000,58,583,16,0,0,1929267
mh16.comet.sdsc.xsede.org.511927.150427,1,1,0,3,8000,62,764,16,0,0,62031
dh1ep3.comet.sdsc.xsede.org.573724.150601,1,1,0,3,1000,24,221,16,0,0,3414
n29.comet.sdsc.xsede.org.1265440.151113,1,0,0,3,1000,7,292,16,0,0,7568
rs2a.trestles.sdsc.teragrid.org.2542905.150315,1,1,0,1,8000,39,325,4,0,0,19154
N7.trestles.sdsc.teragrid.org.2486625.150210,1,1,0,1,1000,20,248,0,0,0,11457
po3.comet.sdsc.xsede.org.981044.150910,1,1,0,3,8000,7,109,16,0,0,1998
dh3tt3sf.comet.sdsc.xsede.org.631463.150701,0,1,0,3,1000,27,240,16,0,0,1996
dav_r246.trestles.sdsc.teragrid.org.2528467.150227,1,1,0,1,1000,43,346,16,0,0,26562
dav_r_2ph_g_freq.blacklight.psc.xsede.org.458853.150608,0,1,0,0,1000,44,387,16,0,0,24071
dp4.comet.sdsc.xsede.org.612132.150623,1,1,0,3,1000,24,217,16,0,0,1223
dh2er1sf.comet.sdsc.xsede.org.644327.150702,0,1,0,3,1000,12,119,16,0,0,296
nw29a.comet.sdsc.xsede.org.563464.150526,1,1,0,3,1000,7,292,16,0,0,8983
PCb33.comet.sdsc.xsede.org.914110.150831,1,1,0,3,16000,13,422,16,0,0,172935
n24.comet.sdsc.xsede.org.1272899.151116,0,0,0,3,2000,7,343,16,0,1,104749
fa11.comet.sdsc.xsede.org.595576.150613,1,1,0,3,8000,10,394,16,0,0,91543
na4_1_t1.trestles.sdsc.teragrid.org.2489093.150211,1,0,0,1,5000,6,276,16,0,0,532385
na5f3.trestles.sdsc.teragrid.org.2548950.150323,0,1,0,1,5000,7,126,16,0,0,666
n6a.comet.sdsc.xsede.org.1313668.151125,1,1,0,3,1000,5,124,16,0,0,1241
dav_r_2ph_xyl_mpw_geo.comet.sdsc.xsede.org.597645.150615,1,0,0,3,1000,44,387,16,0,0,1074
ms83.gordon.sdsc.edu.2048624.150513,1,1,0,2,8000,32,425,16,0,0,28321
mq59.comet.sdsc.xsede.org.631295.150701,0,0,0,3,8000,41,433,16,0,1,3822
nba5.comet.sdsc.xsede.org.806488.150818,1,0,0,3,2000,5,300,16,0,0,3975
mv47.comet.sdsc.xsede.org.546854.150516,1,0,0,3,12000,36,488,16,0,0,261817
ACa1j1.trestles.sdsc.teragrid.org.2529305.150228,1,1,0,1,16000,39,483,16,0,0,232901
HClb3.trestles.sdsc.teragrid.org.2570066.150406,1,1,0,1,0,2,73,0,0,0,48
1s32.comet.sdsc.xsede.org.1035313.150917,1,0,0,3,8000,121,1165,16,0,0,1028538
TS3.trestles.sdsc.teragrid.org.2509649.150220,0,1,1,1,16000,10,106,16,0,0,13355
hMg_16.comet.sdsc.xsede.org.649512.150704,1,1,0,3,8000,7,134,16,0,0,158
1li_1b_bp_e_2.comet.sdsc.xsede.org.650146.150705,0,0,0,3,8000,36,408,16,0,1,20075
dh1t1sf.comet.sdsc.xsede.org.573693.150601,0,1,0,3,1000,24,221,16,0,0,1235
mr4.gordon.sdsc.edu.2044179.150508,1,1,0,2,8000,71,675,16,0,0,54032
S3Na.trestles.sdsc.teragrid.org.2529910.150301,1,1,0,1,8000,22,284,16,0,0,6024
am32.comet.sdsc.xsede.org.738761.150801,0,0,0,3,8000,41,433,16,0,1,3828
me8.comet.sdsc.xsede.org.561045.150523,1,0,0,3,12000,39,581,16,0,0,293176
mo31.gordon.sdsc.edu.2042978.150507,1,1,0,2,8000,62,553,16,0,0,33381
dh1tp3.comet.sdsc.xsede.org.572745.150531,1,1,0,3,1000,24,221,16,0,0,2804
nan4+.comet.sdsc.xsede.org.937623.150903,0,0,0,3,8000,16,204,4,0,1,118
dh4et2irc.comet.sdsc.xsede.org.868018.150828,0,0,0,0,1000,30,259,16,0,0,139839
r117.trestles.sdsc.teragrid.org.2539806.150312,0,0,0,1,8000,49,501,16,0,1,11273
nm5a.comet.sdsc.xsede.org.1309694.151124,1,1,0,3,1000,3,85,16,0,0,3538
n11t.comet.sdsc.xsede.org.1364592.151211,1,1,0,3,1000,5,256,16,0,0,6087
S3K.trestles.sdsc.teragrid.org.2530147.150301,1,1,0,1,8000,22,297,16,0,0,18074
na4_q1_2.trestles.sdsc.teragrid.org.2446741.150115,1,1,0,1,5000,6,330,12,0,0,1112027
n65a.trestles.sdsc.teragrid.org.2551470.150326,1,0,0,1,1000,5,339,16,0,0,8769
sb.comet.sdsc.xsede.org.1576244.160202,1,0,0,3,9000,32,532,24,0,0,87858
bk11.comet.sdsc.xsede.org.737851.150731,1,0,0,3,8000,46,678,16,0,0,352553
cs_na5a_b3_1.trestles.sdsc.teragrid.org.2578156.150415,1,1,0,1,16000,34,371,16,0,0,382291
mm29.comet.sdsc.xsede.org.515967.150429,1,0,0,3,8000,58,558,16,0,0,126779
nt60.comet.sdsc.xsede.org.649090.150703,0,0,0,3,2000,2,110,16,0,1,358
dh1t2opt.comet.sdsc.xsede.org.609445.150622,0,1,1,3,1000,24,221,16,0,0,10794
8f.comet.sdsc.xsede.org.809317.150819,1,1,0,3,16000,66,744,16,0,0,117466
5cs_2a_b3_e.comet.sdsc.xsede.org.572729.150531,0,0,0,3,8000,36,407,8,0,1,11339
np3opt.comet.sdsc.xsede.org.1010931.150915,1,1,0,3,1000,24,217,16,0,0,8833
mq11.comet.sdsc.xsede.org.636723.150701,0,0,0,3,8000,41,433,16,0,1,3433
AMg1o3.trestles.sdsc.teragrid.org.2574291.150412,1,1,0,1,16000,39,470,16,0,0,51154
na4d2_nlin.trestles.sdsc.teragrid.org.2471375.150201,1,1,0,1,5000,6,138,16,0,0,69926
5cs_2b_bp_e.gordon.sdsc.edu.2048985.150513,0,0,0,2,8000,36,407,16,0,1,22230
n16.comet.sdsc.xsede.org.563509.150526,0,1,0,3,1000,7,322,16,0,0,76255
mv28.gordon.sdsc.edu.2050190.150513,1,0,0,2,8000,56,648,16,0,0,994402
my6.comet.sdsc.xsede.org.670952.150707,1,1,0,3,8000,55,709,16,0,0,289767
dh2ep4sf.comet.sdsc.xsede.org.590179.150610,0,1,0,3,1000,27,240,16,0,0,2034
rk1chk.trestles.sdsc.teragrid.org.2439552.150108,1,1,0,1,8000,33,555,16,0,0,100919
nb2.comet.sdsc.xsede.org.1317781.151127,0,0,0,3,1000,5,124,16,0,1,3474
kh11.comet.sdsc.xsede.org.691988.150716,0,1,0,3,8000,46,678,16,0,0,126894
n1s.comet.sdsc.xsede.org.1363855.151211,1,1,0,3,1000,5,256,16,0,0,5522
mh38.comet.sdsc.xsede.org.583229.150606,1,1,0,3,8000,49,612,16,0,0,32952
dh1t4sf.comet.sdsc.xsede.org.609494.150622,0,1,0,3,1000,24,221,16,0,0,1218
8ahf1.comet.sdsc.xsede.org.808965.150819,1,1,0,3,16000,58,382,16,0,0,11488
nan2+.comet.sdsc.xsede.org.908903.150830,1,1,0,3,8000,18,204,4,0,0,1323
md9.comet.sdsc.xsede.org.511943.150427,1,1,0,3,8000,53,526,16,0,0,26628
TS1H2O.comet.sdsc.xsede.org.843810.150827,0,1,1,3,16000,13,99,16,0,0,6871
ACa1h4.comet.sdsc.xsede.org.583444.150606,1,1,0,3,16000,39,483,16,0,0,7552
mb6.comet.sdsc.xsede.org.553441.150519,0,0,0,3,8000,41,441,16,0,1,4033
n5.comet.sdsc.xsede.org.1313154.151125,1,1,0,3,1000,5,124,16,0,0,585
k_na5a_bp.trestles.sdsc.teragrid.org.2574450.150412,1,1,0,1,16000,34,393,16,0,0,60723
n1a.comet.sdsc.xsede.org.1304888.151122,1,1,0,3,1000,3,122,16,0,0,312
py3w.comet.sdsc.xsede.org.752688.150808,0,2,0,3,8000,47,484,16,0,0,189095
kn8.comet.sdsc.xsede.org.689763.150715,1,0,0,3,8000,46,566,16,0,0,119533
r93.trestles.sdsc.teragrid.org.2500460.150217,1,0,0,1,8000,65,693,16,0,0,378750
dhnt2sfirc.gordon.sdsc.edu.2068707.150527,0,0,0,0,1000,24,217,16,0,0,78292
mp15.comet.sdsc.xsede.org.625916.150629,1,1,0,3,8000,47,458,16,0,0,31614
pyb2n.comet.sdsc.xsede.org.911285.150830,0,2,0,3,8000,44,459,16,0,0,432972
dh3t4sf.comet.sdsc.xsede.org.592441.150611,0,1,0,3,1000,27,240,16,0,0,1569
nb31.comet.sdsc.xsede.org.1269517.151114,0,0,0,3,2000,7,292,16,0,1,282634
testN.trestles.sdsc.teragrid.org.2444657.150114,1,1,0,1,16000,2,80,16,0,0,10035
mg26.comet.sdsc.xsede.org.575874.150602,1,0,0,3,8000,46,460,16,0,0,103013
ml67.comet.sdsc.xsede.org.600879.150616,1,1,0,3,8000,40,405,16,0,0,10171
dh2t3sf.comet.sdsc.xsede.org.588473.150609,0,1,0,3,1000,27,240,16,0,0,1765
ms4.comet.sdsc.xsede.org.633264.150701,1,1,0,3,8000,96,933,16,0,0,98175
