id,fopt,freq,fts,machine,memory,natoms,nbasis,nproc,popt,sp,runtime
na4_f.trestles.sdsc.teragrid.org.2572883.150410,0,1,0,1,5000,6,138,16,0,0,21612
ma31.comet.sdsc.xsede.org.696841.150717,0,0,0,3,8000,38,422,16,0,1,3055
n11b.comet.sdsc.xsede.org.1318143.151127,1,1,0,3,1000,5,124,16,0,0,1058
add1-H2O-2m.trestles.sdsc.teragrid.org.2538359.150310,1,1,0,1,16000,13,195,16,0,0,203302
ACa1j1_1.trestles.sdsc.teragrid.org.2553153.150328,1,1,0,1,16000,51,603,16,0,0,257185
nm45.comet.sdsc.xsede.org.553594.150519,1,0,0,3,1000,7,282,16,0,0,4576
kl4.comet.sdsc.xsede.org.689728.150715,1,0,0,3,8000,47,458,16,0,0,70242
na41a.comet.sdsc.xsede.org.1271386.151115,1,0,0,3,2000,7,324,16,0,0,525125
n22.comet.sdsc.xsede.org.563512.150526,0,1,0,3,1000,7,343,16,0,0,170405
1Cs_b3_1a.comet.sdsc.xsede.org.567685.150528,1,1,0,3,16000,36,407,16,0,0,25525
hAMg1h6.comet.sdsc.xsede.org.721684.150727,1,1,0,3,16000,51,590,16,0,0,76944
nm49.trestles.sdsc.teragrid.org.2572874.150410,1,0,0,1,1000,7,252,16,0,0,19271
TS1b3scf.comet.sdsc.xsede.org.828381.150822,0,0,0,3,0,10,212,0,0,1,208
na5_t1_ch.trestles.sdsc.teragrid.org.2471500.150202,0,1,0,1,2000,7,322,16,0,0,762504
dh4t4nbo.comet.sdsc.xsede.org.687196.150714,0,0,0,3,1000,30,259,16,0,1,360
ka1.comet.sdsc.xsede.org.595393.150612,1,1,0,3,8000,36,240,16,0,0,3065
ak8.comet.sdsc.xsede.org.737833.150731,1,0,0,3,8000,46,626,16,0,0,212118
rb_na5a_bp.trestles.sdsc.teragrid.org.2577280.150414,1,1,0,1,16000,34,371,16,0,0,183051
nan1a.comet.sdsc.xsede.org.981192.150910,1,1,0,3,8000,12,115,4,0,0,175
dh3er2.comet.sdsc.xsede.org.592477.150611,1,1,0,3,1000,12,102,16,0,0,480
nt15.comet.sdsc.xsede.org.649063.150703,0,0,0,3,3000,4,210,16,0,1,20419
dyoqb3sti.trestles.sdsc.teragrid.org.2446750.150115,1,1,0,1,32000,35,495,16,0,0,293983
aw2-26.comet.sdsc.xsede.org.750327.150807,4,0,0,3,8000,38,471,16,0,0,1103654
mz6.comet.sdsc.xsede.org.545710.150515,1,0,0,3,8000,57,543,16,0,0,103352
dav_p246_xyl4.trestles.sdsc.teragrid.org.2543830.150316,1,1,0,1,1000,43,346,16,0,0,31146
mn49.comet.sdsc.xsede.org.628908.150630,0,0,0,3,8000,38,414,16,0,1,2714
default_job.comet.sdsc.xsede.org.630951.150630,1,0,0,3,500,3,19,1,0,0,2
me48.comet.sdsc.xsede.org.566623.150527,0,0,0,3,8000,34,501,0,0,1,5030
na5_9_C.comet.sdsc.xsede.org.548929.150518,1,1,0,3,5000,7,126,16,0,0,10714
n66.trestles.sdsc.teragrid.org.2551472.150326,1,0,0,1,1000,5,339,16,0,0,10011
n12m.comet.sdsc.xsede.org.1390376.151220,1,1,0,3,1000,5,124,16,0,0,10766
nv5.comet.sdsc.xsede.org.1312368.151125,0,0,0,3,1000,3,92,16,0,1,31
dhp3.comet.sdsc.xsede.org.549080.150518,1,1,0,3,1000,23,215,4,0,0,7702
am8.comet.sdsc.xsede.org.740333.150801,0,0,0,3,8000,41,433,16,0,1,3487
hs31.comet.sdsc.xsede.org.713132.150722,1,1,0,3,8000,37,377,16,0,0,10059
ob2.comet.sdsc.xsede.org.682428.150711,1,1,0,3,8000,29,550,16,0,0,172604
mh93.comet.sdsc.xsede.org.583162.150606,1,1,0,3,8000,55,526,16,0,0,23052
dav_ts_benz_tol_mpw_geo.gordon.sdsc.edu.2091394.150609,0,0,1,2,1000,33,300,16,0,0,37769
dhnt4sfirc.gordon.sdsc.edu.2068710.150527,0,0,0,0,1000,24,217,16,0,0,79718
dh1et3sfirc.comet.sdsc.xsede.org.573997.150601,0,0,0,0,1000,24,221,16,0,0,96756
dh1t2sf.comet.sdsc.xsede.org.569341.150528,0,1,0,3,1000,24,221,16,0,0,1196
Pg3.trestles.sdsc.teragrid.org.2489154.150212,1,1,0,1,1000,45,328,0,0,0,24468
n8a.comet.sdsc.xsede.org.1374006.151215,1,1,0,3,1000,5,212,16,0,0,2897
mv19.gordon.sdsc.edu.2048712.150513,1,0,0,2,8000,51,618,16,0,0,280010
n7p.comet.sdsc.xsede.org.1366414.151212,1,1,0,3,1000,5,168,16,0,0,1058
mv10.trestles.sdsc.teragrid.org.2573684.150410,0,0,0,1,8000,50,158,16,0,1,1945
nv2.comet.sdsc.xsede.org.1312344.151125,0,0,0,3,1000,3,92,16,0,1,24
ey1.comet.sdsc.xsede.org.738067.150801,1,1,0,3,8000,44,439,16,0,0,14688
n1a.comet.sdsc.xsede.org.1313423.151125,1,1,0,3,1000,5,124,16,0,0,567
dav_ts_ph_tol_mpw_freq.gordon.sdsc.edu.2091440.150609,0,1,0,2,1000,31,270,16,0,0,4654
dyodb4s3.trestles.sdsc.teragrid.org.2449253.150119,1,0,0,1,32000,114,1826,16,0,0,26214
mr1.comet.sdsc.xsede.org.631267.150701,0,0,0,3,8000,41,433,16,0,1,3687
dh1et3sfnbo.comet.sdsc.xsede.org.600276.150616,0,0,0,3,1000,24,221,16,0,1,294
dh1tt.comet.sdsc.xsede.org.553551.150519,0,1,1,3,1000,24,217,4,0,0,7669
dv5.trestles.sdsc.teragrid.org.2520657.150224,1,0,0,1,2000,32,476,2,0,0,126064
k3wclphenol.comet.sdsc.xsede.org.673403.150707,0,2,0,3,8000,52,346,16,0,0,202597
rvp.trestles.sdsc.teragrid.org.2478023.150207,1,1,0,1,8000,15,134,4,0,0,744
ns32.trestles.sdsc.teragrid.org.2583553.150423,1,1,0,1,1000,7,292,16,0,0,7659
rb_na5a_bp1.trestles.sdsc.teragrid.org.2574208.150412,1,1,0,1,16000,34,371,16,0,0,26390
mn25.comet.sdsc.xsede.org.516916.150430,1,1,0,3,8000,49,612,16,0,0,39381
pd3.comet.sdsc.xsede.org.697348.150718,1,1,0,3,8000,92,860,16,0,0,27928
1s33.comet.sdsc.xsede.org.1035317.150917,1,0,0,3,8000,121,1165,16,0,0,1320782
mk4.comet.sdsc.xsede.org.595846.150613,1,0,0,3,8000,56,567,16,0,0,217993
dh4tt2sfnbo.comet.sdsc.xsede.org.600239.150616,0,0,0,3,1000,30,259,16,0,1,391
n22a.comet.sdsc.xsede.org.868141.150828,1,0,0,3,2000,7,187,16,0,0,38974
ma6.comet.sdsc.xsede.org.558295.150521,1,0,0,3,8000,41,433,16,0,0,194286
n4s.comet.sdsc.xsede.org.1366406.151212,1,1,0,3,1000,5,168,16,0,0,2719
p3nsf.comet.sdsc.xsede.org.609458.150622,0,1,0,3,1000,24,217,16,0,0,1207
nm34.comet.sdsc.xsede.org.553584.150519,1,0,0,3,1000,7,250,16,0,0,7066
n1.comet.sdsc.xsede.org.1305855.151123,1,1,0,3,1000,3,136,16,0,0,494
r18.trestles.sdsc.teragrid.org.2448701.150118,0,0,0,1,8000,49,501,16,0,1,10835
2TStest2.trestles.sdsc.teragrid.org.2448005.150117,0,1,1,1,16000,68,681,16,0,0,163844
ha20.comet.sdsc.xsede.org.724668.150728,1,1,0,3,8000,76,810,16,0,0,597004
mw47.comet.sdsc.xsede.org.567977.150528,1,0,0,3,8000,67,606,16,0,0,276463
mb13.comet.sdsc.xsede.org.697661.150718,0,0,0,3,8000,38,422,16,0,1,3363
py2.comet.sdsc.xsede.org.752686.150808,1,1,0,3,8000,47,484,16,0,0,42546
nb29.comet.sdsc.xsede.org.553614.150519,0,0,0,3,1000,7,292,16,0,1,574455
mk44.comet.sdsc.xsede.org.523824.150505,1,0,0,3,12000,57,189,16,0,0,5641
dh3ep3opt.comet.sdsc.xsede.org.629674.150630,1,1,0,3,1000,27,240,16,0,0,4257
dy8.comet.sdsc.xsede.org.738066.150801,1,1,0,3,8000,62,948,16,0,0,603182
mc2.comet.sdsc.xsede.org.689479.150714,1,0,0,3,8000,57,0,16,0,0,56291
ak9.comet.sdsc.xsede.org.762517.150812,1,1,0,3,8000,52,585,16,0,0,59128
Fcac.trestles.sdsc.teragrid.org.2497630.150217,1,0,0,1,32000,126,1552,16,0,0,3321551
r95.trestles.sdsc.teragrid.org.2500522.150217,1,0,0,1,8000,65,693,16,0,0,845035
dh1tt1.comet.sdsc.xsede.org.573787.150601,0,1,1,3,1000,24,221,16,0,0,3910
ds56.trestles.sdsc.teragrid.org.2525100.150225,1,1,0,1,8000,118,669,16,0,0,772396
ml15.comet.sdsc.xsede.org.600821.150616,1,0,0,3,8000,56,515,16,0,0,135666
fa496s.comet.sdsc.xsede.org.1424308.151229,0,2,0,3,9000,76,788,24,0,0,436906
mk67.comet.sdsc.xsede.org.526703.150506,1,0,0,3,12000,70,634,16,0,0,17381
mk73.gordon.sdsc.edu.2043032.150507,1,0,0,2,12000,70,634,16,0,0,24020
NaCy1.trestles.sdsc.teragrid.org.2477956.150207,1,1,0,1,16000,45,482,16,0,0,294967
ACa1g4_5.trestles.sdsc.teragrid.org.2553135.150328,1,1,0,1,16000,51,603,16,0,0,64000
AKP3.trestles.sdsc.teragrid.org.2532587.150303,1,1,0,1,5000,104,736,8,0,0,133561
7TS1.trestles.sdsc.teragrid.org.2433700.150102,0,0,1,1,16000,40,426,16,0,0,111916
1li_1b_bp_e_qc.comet.sdsc.xsede.org.572682.150531,0,0,0,3,8000,36,408,16,0,1,24167
dh2t1sf.comet.sdsc.xsede.org.588471.150609,0,1,0,3,1000,27,240,16,0,0,1733
ms79.gordon.sdsc.edu.2048593.150513,1,1,0,2,8000,38,471,16,0,0,56080
dh4tp4opt.comet.sdsc.xsede.org.699817.150720,1,1,0,3,1000,30,259,16,0,0,5553
ran.trestles.sdsc.teragrid.org.2478021.150207,1,1,0,1,8000,7,66,4,0,0,136
ms54.gordon.sdsc.edu.2042095.150506,1,0,0,2,8000,45,445,16,0,0,101998
rb_A_bp.gordon.sdsc.edu.2049002.150513,1,1,0,2,16000,34,371,16,0,0,40437
n3.comet.sdsc.xsede.org.1373959.151215,1,1,0,3,1000,5,212,16,0,0,2738
dhenp3sf.comet.sdsc.xsede.org.569363.150528,0,1,0,3,1000,24,217,16,0,0,1478
ma12.comet.sdsc.xsede.org.695457.150717,0,0,0,3,8000,38,422,16,0,1,3009
cs_A_1.trestles.sdsc.teragrid.org.2582312.150421,1,0,0,1,16000,34,371,16,0,0,313192
mg30.comet.sdsc.xsede.org.575881.150602,1,0,0,3,8000,46,460,16,0,0,127022
cs5b_test_a.trestles.sdsc.teragrid.org.2572978.150410,1,1,0,1,16000,68,743,16,0,0,95913
dh4et1sf.comet.sdsc.xsede.org.595956.150613,0,1,0,3,1000,30,259,16,0,0,2481
mu26.comet.sdsc.xsede.org.549095.150518,1,0,0,3,8000,49,612,16,0,0,361795
k1.comet.sdsc.xsede.org.943025.150903,1,1,0,3,8000,11,144,16,0,0,360
mt6.comet.sdsc.xsede.org.543072.150514,1,1,0,3,8000,35,448,16,0,0,93173
md22.trestles.sdsc.teragrid.org.2581506.150419,1,1,0,1,8000,57,560,16,0,0,82586
yo1.trestles.sdsc.teragrid.org.2478759.150209,1,1,0,1,1000,20,170,0,0,0,3178
mi34.comet.sdsc.xsede.org.514612.150427,1,1,0,3,8000,47,475,16,0,0,19198
dh3er3sf.comet.sdsc.xsede.org.595156.150612,0,1,0,3,1000,12,102,16,0,0,217
10d.comet.sdsc.xsede.org.809353.150819,1,1,0,3,16000,63,719,16,0,0,193821
fa5.comet.sdsc.xsede.org.595570.150613,1,1,0,3,8000,10,394,16,0,0,57138
otranshomo.gordon.sdsc.edu.2370913.151215,0,0,0,2,1000,19,283,16,0,1,497
dh3t4ca.comet.sdsc.xsede.org.631384.150701,1,1,0,3,1000,27,240,16,0,0,3338
9a.comet.sdsc.xsede.org.809341.150819,1,1,0,3,16000,62,700,16,0,0,77410
mq37.comet.sdsc.xsede.org.648590.150703,0,0,0,3,8000,41,433,16,0,1,3806
nt1.comet.sdsc.xsede.org.648579.150703,0,0,0,3,1000,3,170,16,0,1,19372
nv16.comet.sdsc.xsede.org.1276106.151117,0,0,0,3,4000,7,322,16,0,1,213904
ak1.comet.sdsc.xsede.org.737558.150731,1,0,0,3,8000,47,627,16,0,0,264712
5cs_1a_b3_e.comet.sdsc.xsede.org.540778.150513,0,0,0,3,8000,36,407,8,0,1,5765
MS2-H2Om.trestles.sdsc.teragrid.org.2538308.150310,1,1,0,1,16000,13,195,16,0,0,351287
f2.trestles.sdsc.teragrid.org.2525156.150225,1,1,0,1,1000,20,183,0,0,0,3551
k2.comet.sdsc.xsede.org.939915.150903,1,1,0,3,8000,11,144,16,0,0,579
mu58.comet.sdsc.xsede.org.567781.150528,1,0,0,3,8000,57,560,16,0,0,122933
mb40.comet.sdsc.xsede.org.558057.150521,0,0,0,3,8000,41,441,16,0,1,3597
7TS2a.trestles.sdsc.teragrid.org.2439514.150107,0,1,0,1,16000,40,426,16,0,0,19685
n3.comet.sdsc.xsede.org.1363871.151211,1,1,0,3,1000,5,256,16,0,0,1867
ka6.comet.sdsc.xsede.org.591705.150611,1,1,0,3,8000,13,86,16,0,0,159
n3a.comet.sdsc.xsede.org.1305871.151123,1,1,0,3,1000,3,136,16,0,0,283
tms.comet.sdsc.xsede.org.1565414.160130,1,1,0,3,8000,17,139,16,0,0,262
ds33.trestles.sdsc.teragrid.org.2521479.150224,1,1,0,1,8000,54,170,16,0,0,10702
mo36.gordon.sdsc.edu.2042985.150507,1,1,0,2,8000,62,553,16,0,0,31367
na4_5.comet.sdsc.xsede.org.544669.150515,1,1,0,3,5000,6,108,16,0,0,7509
nb11.comet.sdsc.xsede.org.1270114.151114,0,0,0,3,2000,7,311,16,0,1,98834
dh1et1sfirc.comet.sdsc.xsede.org.573993.150601,0,0,0,0,1000,24,221,16,0,0,91951
mw96.comet.sdsc.xsede.org.564145.150526,1,0,0,3,8000,67,606,16,0,0,96338
fa5.comet.sdsc.xsede.org.595425.150613,1,1,0,3,8000,10,376,16,0,0,32979
nv10.trestles.sdsc.teragrid.org.2552252.150327,0,0,0,1,1000,6,412,16,0,1,3358
nb22.comet.sdsc.xsede.org.600345.150616,0,0,0,3,2000,7,343,16,0,1,272446
hs29.comet.sdsc.xsede.org.713130.150722,1,1,0,3,8000,59,199,16,0,0,7351
cs_na5a_b3_1.trestles.sdsc.teragrid.org.2574448.150412,1,1,0,1,16000,34,371,16,0,0,58713
dh3tp2opt.comet.sdsc.xsede.org.629741.150630,1,1,0,3,1000,27,240,16,0,0,4092
mk83.comet.sdsc.xsede.org.595831.150613,1,1,0,3,8000,92,704,16,0,0,25961
ms9.comet.sdsc.xsede.org.636188.150701,1,1,0,3,8000,46,619,16,0,0,91422
4RbCy1_b.comet.sdsc.xsede.org.749016.150806,0,0,0,3,16000,45,473,8,0,1,646
l211hf.trestles.sdsc.teragrid.org.2447999.150117,0,1,1,1,1000,140,568,16,0,0,258462
na4_nlin_t3freq.trestles.sdsc.teragrid.org.2521475.150224,0,1,0,1,5000,6,276,16,0,0,3196358
dh4et1sfnbo.comet.sdsc.xsede.org.596292.150613,0,0,0,3,1000,30,259,16,0,1,388
ml30.comet.sdsc.xsede.org.605026.150618,1,0,0,3,8000,62,553,16,0,0,127546
CH3ClH2Ob3.trestles.sdsc.teragrid.org.2578143.150415,1,1,0,1,16000,8,257,16,0,0,10089
mi1.comet.sdsc.xsede.org.590054.150610,1,0,0,3,8000,60,588,16,0,0,281834
dh3t1sfirc.comet.sdsc.xsede.org.592442.150611,0,0,0,0,1000,27,240,16,0,0,87512
n1p.comet.sdsc.xsede.org.1313160.151125,1,1,0,3,1000,5,124,16,0,0,938
dh2p4sf.comet.sdsc.xsede.org.588462.150609,0,1,0,3,1000,27,240,16,0,0,1684
mq80.comet.sdsc.xsede.org.631342.150701,0,0,0,3,8000,41,433,16,0,1,3283
dav_ts2_2ph_tol_mpw_geo.comet.sdsc.xsede.org.708616.150722,0,0,1,3,1000,44,387,16,0,0,11058
dh2t2irc.comet.sdsc.xsede.org.631496.150701,0,0,0,0,1000,27,240,16,0,0,89521
dh1ep4.comet.sdsc.xsede.org.573726.150601,1,1,0,3,1000,24,221,16,0,0,3422
CH3ClH2Oq.trestles.sdsc.teragrid.org.2578319.150415,0,0,0,1,16000,8,78,16,0,1,1908
2TStest3_1.trestles.sdsc.teragrid.org.2449206.150118,0,1,1,1,16000,68,681,16,0,0,147364
mw10.trestles.sdsc.teragrid.org.2577162.150414,1,1,0,1,8000,54,170,16,0,0,10773
1Na_bp_2a.comet.sdsc.xsede.org.566170.150527,1,1,0,3,16000,65,698,16,0,0,155392
mh50.comet.sdsc.xsede.org.584227.150607,1,1,0,3,8000,51,648,16,0,0,49371
mq97.comet.sdsc.xsede.org.631246.150701,0,0,0,3,8000,41,433,16,0,1,3292
Ca3.trestles.sdsc.teragrid.org.2504029.150218,1,1,0,1,16000,125,898,16,0,0,260396
MS1b3.trestles.sdsc.teragrid.org.2578181.150415,1,1,0,1,16000,10,330,16,0,0,82568
dh3p1opt.comet.sdsc.xsede.org.615925.150626,1,1,0,3,1000,27,240,16,0,0,5583
ms46.comet.sdsc.xsede.org.526293.150506,1,0,0,3,8000,45,445,16,0,0,87025
mv10.comet.sdsc.xsede.org.674231.150708,1,0,0,3,8000,57,564,16,0,0,124504
mu59.comet.sdsc.xsede.org.567794.150528,1,0,0,3,8000,61,594,16,0,0,96183
n5.comet.sdsc.xsede.org.563502.150526,0,1,0,3,1000,7,298,16,0,0,121624
ms65.gordon.sdsc.edu.2042123.150506,1,0,0,2,8000,47,475,16,0,0,104594
ak1-11.comet.sdsc.xsede.org.759567.150811,1,0,0,3,8000,96,1127,16,0,0,1221461
mo28.comet.sdsc.xsede.org.625720.150629,0,0,0,3,8000,38,414,16,0,1,2993
nc31.comet.sdsc.xsede.org.594001.150612,0,0,0,3,2000,7,250,16,0,1,138678
na4d2_nlin.trestles.sdsc.teragrid.org.2471374.150201,1,1,0,1,5000,6,138,16,0,0,70258
kh4.comet.sdsc.xsede.org.691972.150716,0,1,0,3,8000,47,673,16,0,0,113194
AMg1n3.trestles.sdsc.teragrid.org.2574289.150412,1,1,0,1,16000,39,486,16,0,0,65139
na5_4.comet.sdsc.xsede.org.544690.150515,1,1,0,3,5000,7,126,16,0,0,11781
nv3.comet.sdsc.xsede.org.792288.150813,0,0,0,3,3000,7,290,16,0,1,203463
S3Li.trestles.sdsc.teragrid.org.2534071.150303,1,1,0,1,8000,22,276,16,0,0,6831
j5g.comet.sdsc.xsede.org.709143.150722,1,1,0,3,8000,56,620,16,0,0,87373
4rb_2b_b3_e.comet.sdsc.xsede.org.570091.150529,0,0,0,3,8000,36,407,16,0,1,4157
mx8.gordon.sdsc.edu.2052531.150514,1,0,0,2,8000,35,356,16,0,0,88137
h4.comet.sdsc.xsede.org.1540675.160124,1,1,0,3,16000,43,733,16,0,0,313940
dh4tr1sf.comet.sdsc.xsede.org.835664.150825,0,1,0,3,1000,15,138,16,0,0,417
n1.comet.sdsc.xsede.org.1316207.151126,1,1,0,3,1000,5,124,16,0,0,246
na3_q1_5.trestles.sdsc.teragrid.org.2439045.150107,1,0,0,1,5000,5,400,16,0,0,852801
dh1p1opt.comet.sdsc.xsede.org.612233.150624,1,1,0,3,1000,24,221,16,0,0,4036
am10.comet.sdsc.xsede.org.740336.150801,0,0,0,3,8000,41,433,16,0,1,3416
r97.trestles.sdsc.teragrid.org.2500590.150217,1,0,0,1,8000,65,693,16,0,0,754157
mh37.comet.sdsc.xsede.org.583228.150606,1,1,0,3,8000,49,612,16,0,0,31703
mm17.trestles.sdsc.teragrid.org.2579415.150416,1,1,0,1,8000,59,573,16,0,0,104567
na5a_b3_hf_bp.trestles.sdsc.teragrid.org.2577269.150414,1,1,0,1,16000,34,380,16,0,0,34822
set8-2.comet.sdsc.xsede.org.833023.150824,4,4,0,3,8000,54,537,16,0,0,199861
dh4et3sf.comet.sdsc.xsede.org.868024.150828,0,1,0,3,1000,30,259,16,0,0,2565
ms33.comet.sdsc.xsede.org.526246.150506,1,0,0,3,8000,53,496,16,0,0,99382
nt13.comet.sdsc.xsede.org.649061.150703,0,0,0,3,3000,3,160,16,0,1,13061
dh3et1sf.comet.sdsc.xsede.org.595184.150612,0,1,0,3,1000,27,240,16,0,0,1945
dh1p3opt.comet.sdsc.xsede.org.604482.150618,1,1,0,3,1000,24,221,16,0,0,5968
nm2p.comet.sdsc.xsede.org.1308420.151124,1,1,0,3,1000,3,136,16,0,0,9918
am9.comet.sdsc.xsede.org.740334.150801,0,0,0,3,8000,41,433,16,0,1,3476
na5a_b3_hf.trestles.sdsc.teragrid.org.2556532.150401,1,1,0,1,16000,34,380,16,0,0,187577
dh1ep4sf.comet.sdsc.xsede.org.600260.150616,0,1,0,3,1000,24,221,16,0,0,1554
mg33.comet.sdsc.xsede.org.575903.150602,1,0,0,3,8000,57,577,16,0,0,189312
dh1ep1sf.comet.sdsc.xsede.org.573963.150601,0,1,0,3,1000,24,221,16,0,0,1506
fage11.comet.sdsc.xsede.org.647310.150702,1,1,0,3,8000,10,394,16,0,0,33556
mq40.comet.sdsc.xsede.org.648593.150703,0,0,0,3,8000,41,433,16,0,1,3853
mr43.comet.sdsc.xsede.org.649110.150703,0,0,0,3,8000,41,433,16,0,1,3937
lmu10.trestles.sdsc.teragrid.org.2574220.150412,1,0,0,1,8000,50,158,16,0,0,64950
ma11.trestles.sdsc.teragrid.org.2582343.150421,1,1,0,1,8000,85,924,16,0,0,523154
mb28.comet.sdsc.xsede.org.558042.150521,1,0,0,3,8000,41,441,16,0,0,358317
mn13.comet.sdsc.xsede.org.625814.150629,0,0,0,3,8000,38,414,16,0,1,1774
dav_p_246_tol_mpw_freq.comet.sdsc.xsede.org.595447.150613,0,1,0,3,1000,43,346,16,0,0,8442
am35.comet.sdsc.xsede.org.738764.150801,0,0,0,3,8000,41,433,16,0,1,3717
nt2.trestles.sdsc.teragrid.org.2550518.150325,1,1,0,1,1000,3,193,16,0,0,221075
mt8.trestles.sdsc.teragrid.org.2501530.150218,12,0,0,1,8000,41,441,16,0,0,2151062
mm12.comet.sdsc.xsede.org.515920.150429,1,0,0,3,8000,62,764,16,0,0,247544
ns24.trestles.sdsc.teragrid.org.2583548.150423,1,1,0,1,1000,7,343,16,0,0,13066
mAgS.comet.sdsc.xsede.org.562480.150525,1,0,0,3,1000,4,180,16,0,0,13864
k5.comet.sdsc.xsede.org.607612.150620,1,1,0,3,8000,38,251,16,0,0,10763
n3p.comet.sdsc.xsede.org.1305873.151123,1,1,0,3,1000,3,136,16,0,0,274
dh1t4ca.comet.sdsc.xsede.org.613668.150625,1,1,0,3,1000,24,221,16,0,0,2606
default_job.comet.sdsc.xsede.org.591651.150610,1,0,0,3,500,3,19,1,0,0,2
ns2.trestles.sdsc.teragrid.org.2583481.150423,1,1,0,1,1000,7,290,16,0,0,44614
rb_na5a_bp.trestles.sdsc.teragrid.org.2574207.150412,1,1,0,1,16000,34,371,16,0,0,415305
AKpyr.trestles.sdsc.teragrid.org.2519985.150223,1,1,0,1,5000,26,164,8,0,0,650
dav_ts_3ph_xyl_mpw_geo.comet.sdsc.xsede.org.708550.150722,0,0,1,3,1000,54,485,16,0,0,26535
ma25.comet.sdsc.xsede.org.696834.150717,0,0,0,3,8000,38,422,16,0,1,1996
ja5.comet.sdsc.xsede.org.722036.150727,1,1,0,3,1000,17,239,16,0,0,4342
2Li_b3_1a.comet.sdsc.xsede.org.564438.150526,1,1,0,3,16000,36,408,16,0,0,43575
dh1tt3sfirc.comet.sdsc.xsede.org.572797.150531,0,0,0,0,1000,24,221,16,0,0,97008
dav_ts_1ph_tol_mpw_freq.comet.sdsc.xsede.org.1027685.150916,0,1,0,3,1000,34,289,16,0,0,4510
add1-H2O-1.trestles.sdsc.teragrid.org.2506081.150219,1,1,0,1,16000,13,131,16,0,0,51073
mw3.comet.sdsc.xsede.org.543105.150514,1,0,0,3,8000,37,360,4,0,0,49076
t2nopt.comet.sdsc.xsede.org.609407.150621,0,1,1,3,1000,24,217,16,0,0,7678
mq67.comet.sdsc.xsede.org.631316.150701,0,0,0,3,8000,41,433,16,0,1,3305
ni_gra_44H.trestles.sdsc.teragrid.org.2525205.150225,1,1,0,1,1000,66,756,16,0,0,52216
me53.comet.sdsc.xsede.org.566628.150527,0,0,0,3,8000,35,523,0,0,1,5729
bm41.comet.sdsc.xsede.org.739040.150801,1,0,0,3,8000,35,448,16,0,0,122994
default_job.comet.sdsc.xsede.org.566133.150526,1,0,0,3,500,3,19,1,0,0,2
mi26.comet.sdsc.xsede.org.514600.150427,1,1,0,3,8000,45,445,16,0,0,42108
dav_p_246_tol_mpw_geo.gordon.sdsc.edu.2091309.150609,1,0,0,2,1000,43,346,16,0,0,4264
mr36.comet.sdsc.xsede.org.649103.150703,0,0,0,3,8000,41,433,16,0,1,3508
na4f5.trestles.sdsc.teragrid.org.2548973.150323,0,1,0,1,5000,6,108,16,0,0,553
dh2tt3sfnbo.comet.sdsc.xsede.org.596252.150613,0,0,0,3,1000,27,240,16,0,1,379
mg35.comet.sdsc.xsede.org.575906.150602,1,0,0,3,8000,57,577,16,0,0,272339
ACa1b3.trestles.sdsc.teragrid.org.2535977.150306,1,1,0,1,16000,39,483,16,0,0,62701
dh1ep1sf.comet.sdsc.xsede.org.614950.150626,0,1,0,3,1000,24,221,16,0,0,1536
Clb3.trestles.sdsc.teragrid.org.2569915.150405,1,1,0,1,0,1,50,0,0,0,17
2dl.comet.sdsc.xsede.org.800098.150816,0,0,0,3,1000,50,590,16,0,1,1240
mb36.comet.sdsc.xsede.org.558052.150521,0,0,0,3,8000,41,441,16,0,1,3388
bm53.comet.sdsc.xsede.org.739055.150801,1,0,0,3,8000,35,448,16,0,0,63784
dh3tt1irc.comet.sdsc.xsede.org.631447.150701,0,0,0,0,1000,27,240,16,0,0,111960
default_job.comet.sdsc.xsede.org.553297.150518,1,1,0,3,0,3,54,0,0,0,8
mg25.comet.sdsc.xsede.org.511989.150427,1,1,0,3,8000,49,488,16,0,0,26766
mx6.trestles.sdsc.teragrid.org.2577247.150414,1,1,0,1,8000,78,490,16,0,0,90561
mx23.gordon.sdsc.edu.2060326.150520,1,0,0,2,8000,49,488,16,0,0,175730
default_job.comet.sdsc.xsede.org.579575.150604,1,0,0,3,500,3,19,1,0,0,2
mc32.comet.sdsc.xsede.org.557662.150520,0,0,0,3,8000,43,437,16,0,1,3597
j5h.comet.sdsc.xsede.org.738613.150801,1,1,0,3,8000,62,700,16,0,0,71287
su1.trestles.sdsc.teragrid.org.2501159.150218,1,1,0,1,8000,31,257,4,0,0,26189
ir1.comet.sdsc.xsede.org.1527211.160120,1,1,0,3,16000,121,1270,16,0,0,401179
ka3w.comet.sdsc.xsede.org.694624.150716,0,2,0,3,8000,53,344,16,0,0,640174
mr43.comet.sdsc.xsede.org.530889.150508,1,1,0,3,8000,96,1143,16,0,0,182659
nt66.trestles.sdsc.teragrid.org.2555449.150331,1,0,0,1,1000,5,339,16,0,0,61543
hMg_5.comet.sdsc.xsede.org.649386.150704,1,1,0,3,8000,7,134,16,0,0,871
md3.trestles.sdsc.teragrid.org.2543380.150316,1,0,0,1,12000,71,828,16,0,0,1264826
mv74.comet.sdsc.xsede.org.547270.150516,1,0,0,3,12000,42,601,16,0,0,477359
dv33.trestles.sdsc.teragrid.org.2528579.150227,1,0,0,1,2000,28,407,2,0,0,582855
mo54.comet.sdsc.xsede.org.625762.150629,0,0,0,3,8000,38,414,16,0,1,2992
